,Unnamed: 0,ID,Dirección Normalizada,COMUNA,XY (CABA),Longitud,Latitud,SEMESTRE
657,657,20210039,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,Point (96262.45081883 97363.01985851),-58.50407099,-34.65303372,1
658,658,20210040,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,1
659,659,20210041,DEL LIBERTADOR AV. y CASARES AV.,14,Point (104902.75332390 105766.08933002),-58.40986646,-34.5772806,1
660,660,20210042,RIVADAVIA AV. 10900,9,Point (95040.52119933 98883.98738744),-58.51739138,-34.63931792,1
661,661,20210043,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,Point (95975.76718859 97082.39835843),-58.50719962,-34.65556223,1
662,662,20210044,"PERON, EVA AV. y ACOSTA, MARIANO",9,Point (99649.49576145 98143.82203448),-58.46712311,-34.64600222,1
663,663,20210045,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,1
664,664,20210046,ELCANO AV. y GUZMAN AV.,15,Point (100272.31336486 104833.49710745),-58.46033141,-34.58569883,1
665,665,20210047,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,Point (103794.38334006 96997.15780313),-58.42190745,-34.65633192,1
666,666,20210048,CAPDEVILA y CONGRESO AV.,12,Point (97525.48112402 106595.29222041),-58.49026573,-34.5698141,1
667,667,20210049,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,Point (100842.91519469 95589.55734164),-58.45410344,-34.66902702,1
668,668,20210050,DEL LIBERTADOR AV. 5958,13,Point (101448.53024105 107994.96785043),-58.44751621,-34.55719892,1
669,669,20210051,27 DE FEBRERO AV. y EREZCANO AV.,4,Point (103932.07299582 96584.44861459),-58.42040352,-34.66005171,1
670,670,20210052,"PAZ, GRAL. AV. 14723",8,Point (97067.24775528 94359.84584291),-58.49530249,-34.68010798,1
671,671,20210053,CORRIENTES AV. 5783,15,Point (101770.58108820 103826.64826158),-58.44399875,-34.5947736,1
672,672,20210054,TABARE y EREZCANO,4,Point (103272.79484249 97185.20508662),-58.42759813,-34.65463857,1
673,673,20210055,CORRIENTES AV. y PUEYRREDON AV.,3,Point (105304.23090859 102739.35602688),-58.40547222,-34.60456293,1
674,674,20210056,"CORRALES y MORENO, PERITO AV.",4,Point (103535.89012020 97690.49979847),-58.42473018,-34.6500828,2
675,675,20210057,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,Point (106489.89755339 105947.16700228),-58.39257023,-34.57563957,2
676,676,20210058,"PAZ, GRAL. AV. y VEDIA",12,Point (97603.26759351 109241.33811464),-58.48941042,-34.54596153,2
677,677,20210059,"GARAY, JUAN DE AV. 2269",3,Point (106134.00626590 100157.65420238),-58.3964074,-34.62783085,2
678,678,20210060,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,Point (103997.04813615 102012.34139150),-58.41971993,-34.6111224,2
679,679,20210061,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,Point (105303.77662691 97684.64886839),-58.40544588,-34.65012801,2
680,680,20210062,LA PLATA AV. 2723,4,Point (103966.14093695 98092.26779856),-58.42003882,-34.64645957,2
681,681,20210063,"ALBERDI, JUAN BAUTISTA AV. 2906",7,Point (99521.99764944 99532.20302798),-58.46851293,-34.63348678,2
682,682,20210064,"PAZ, GRAL. AV. y TONELERO",9,Point (93948.70282497 97229.16264548),-58.52931141,-34.65422917,2
683,683,20210065,SAN JUAN AV. y LA PLATA AV.,6,Point (103350.94520286 100251.53397151),-58.42675754,-34.6269973,2
684,684,20210066,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,Point (93943.16495967 102026.75338495),-58.52933723,-34.61098186,2
685,685,20210067,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,Point (107720.23994349 100176.85080944),-58.37910943,-34.62764718,2
686,686,20210068,"BEIRO, FRANCISCO AV. 5071",11,Point (94651.77324467 101953.65862250),-58.52161176,-34.61164474,2
687,687,20210069,SANTA FE AV. 3428,14,Point (104564.52859898 104690.63252497),-58.41354692,-34.5869768,2
688,688,20210070,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,Point (102171.86474787 97177.81588434),-58.43960781,-34.65470804,2
689,689,20210071,SAN LUIS 2730,3,Point (105389.46943359 103241.39184079),-58.4045461,-34.60003693,2
690,690,20210072,CALLAO AV. y PARAGUAY,2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,2
691,691,20210073,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,Point (106366.2976627 105013.87298990),-58.39391034,-34.58405348,2
692,692,20210074,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,2
693,693,20210075,SALTA y BRASIL,1,Point (107380.60401316 100153.47427104),-58.38281301,-34.62786038,2
694,694,20210076,"MORENO, PERITO AV. 2152",7,Point (102153.60977503 97595.73281258),-58.43980799,-34.65094083,2
695,695,20210077,DIRECTORIO AV. 1169,6,Point (101767.56647933 99993.06655411),-58.44402387,-34.62933109,2
696,696,20210078,INDEPENDENCIA AV. y LA PLATA AV.,6,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,2
697,697,20210079,TUCUMAN 3112,3,Point (104940.36054625 103137.08602294),-58.40944147,-34.60097942,2
698,698,20210080,ARENALES y 9 DE JULIO AV.,1,Point (107387.05825032 103876.26437289),-58.38277479,-34.5943016,2
699,699,20210081,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,Point (107979.30419282 99027.13636949),-58.37627355,-34.63800916,2
700,700,20210082,AUTOPISTA 25 DE MAYO y PASCO,3,Point (106179.07517962 100523.29161457),-58.39591856,-34.62453459,2
701,701,20210083,CABILDO AV. y OLAZABAL,13,Point (100459.06991201 107666.84775309),-58.45829717,-34.56015762,2
702,702,20210084,TAPALQUE y BRUIX AV.,9,Point (97421.40293646 98160.56984338),-58.49142611,-34.64584795,2
703,703,20210085,"PAZ, GRAL. AV. y EZEIZA",12,Point (95465.98721454 105701.33171467),-58.51271409,-34.57786555,2
704,704,20210086,RIVADAVIA AV. y PUAN,6,Point (101343.57441195 100636.86479169),-58.44864864,-34.62352826,2
705,705,20210087,ESMERALDA 1359,1,Point (107829.16426745 104166.84427133),-58.37795815,-34.59167894,2
706,706,20210088,MONROE y 3 DE FEBRERO,13,Point (100732.60222975 108177.68150062),-58.45531707,-34.55555257,2
707,707,20210089,GAONA AV. 3655,11,Point (98804.41713890 100872.30706871),-58.47633683,-34.62140594,2
708,708,20210090,9 DE JULIO AV. y LAVALLE,1,Point (107467.87595573 102960.02837514),-58.38188582,-34.60256036,2
709,709,20210091,"BAIGORRIA y HUGO, VICTOR",10,Point (94810.03686085 100710.80080255),-58.51989389,-34.62284918,2
710,710,20210092,RIVADAVIA AV. y PUEYRREDON AV.,3,Point (105258.35368554 102122.93231400),-58.4059686,-34.61011987,2
711,711,20210093,RIESTRA AV. y MOM,7,Point (102728.60090138 98186.24929177),-58.43353773,-34.64561636,2
712,712,20210094,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,2
713,713,20210095,GAONA AV. y TERRADA,11,Point (99116.45492358 101045.23284826),-58.47293407,-34.61984745,2
714,714,20210096,"PERON, EVA AV. 4071",9,Point (99324.54463985 97676.26932409),-58.47066794,-34.65021673,2
715,715,20210097,PADRE CARLOS MUGICA 709,1,Point (107664.16647795 104708.63962087),-58.37976155,-34.58679619,2
