,Unnamed: 0,ID,Dirección Normalizada,COMUNA,XY (CABA),Longitud,Latitud,SEMESTRE
0,0,20160001,"PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (98896.78238426 93532.43437792),-58.47533969,-34.68757022,1
1,1,20160002,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,1
2,2,20160003,ENTRE RIOS AV. 2034,1,Point (106684.29090040 99706.57687843),-58.39040293,-34.63189362,1
3,3,20160004,"LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,Point (99840.65224780 94269.16534422),-58.46503904,-34.68092974,1
4,4,20160005,"SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,Point (106980.32827929 100752.16915795),-58.38718297,-34.6224663,1
5,5,20160008,27 DE FEBRERO AV. y ESCALADA AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,1
6,6,20160009,"NOGOYA y GONZALEZ, JOAQUIN V.",11,Point (96545.87592078 102330.67262199),-58.50095869,-34.6082544,1
7,7,20160010,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,1
8,8,20160012,"BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,Point (107595.35084333 101797.50052813),-58.38048577,-34.61303893,1
9,9,20160013,ENTRE RIOS AV. 1366,1,Point (106616.41069662 100496.44662323),-58.39114932,-34.62477387,1
10,10,20160015,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,Point (102357.43746828 103343.52002839),-58.4376002,-34.59912758,1
11,11,20160016,"REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,Point (108661.59115206 98481.75445555),-58.36882665,-34.64291993,1
12,12,20160017,"ACOSTA, MARIANO y JANER, ANA MARIA",8,Point (101228.61094416 96623.72136186),-58.44989671,-34.65970435,1
13,13,20160019,"DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,Point (95727.37083199 97179.35560349),-58.50990884,-34.65468721,1
14,14,20160020,SUIPACHA 156,1,Point (107684.31807562 102519.17333314),-58.37952223,-34.60653282,1
15,15,20160021,DIRECTORIO AV. y CURAPALIGUE,7,Point (101074.94198885 99848.19369046),-58.45157703,-34.63063795,1
16,16,20160022,"9 DE JULIO AV. y ALSINA, ADOLFO",1,Point (107507.39502374 102046.08333077),-58.38144696,-34.61079875,1
17,17,20160025,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,1
18,18,20160026,HOLMBERG y VEDIA,12,Point (97350.75566590 109083.19420265),-58.49216191,-34.54738649,1
19,19,20160027,"CURAPALIGUE AV. y DIAZ, AVELINO",7,Point (101679.82794245 98973.02976850),-58.44497874,-34.63852623,1
20,20,20160028,VIAMONTE y 9 DE JULIO AV.,1,Point (107457.87314266 103212.28518029),-58.38199706,-34.60028648,1
21,21,20160029,CABILDO AV. y DEHEZA,12,Point (99037.31284333 109733.12041651),-58.47378664,-34.54153077,1
22,22,20160031,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,1
23,23,20160034,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,1
24,24,20160035,CORRIENTES AV. y CALLAO AV.,3,Point (106513.41423248 102752.75354401),-58.39228965,-34.60443527,1
25,25,20160036,"HERRERA y VALLE, ARISTOBULO DEL",4,Point (107808.84957181 99174.17105826),-58.37813396,-34.63668504,1
26,26,20160037,LAFUENTE AV. y QUIRNO,7,Point (100049.60313526 98412.21255444),-58.46275892,-34.64358293,1
27,27,20160038,"PAZ, GRAL. AV. y ZUVIRIA",8,Point (96926.79887463 94490.76318635),-58.49683458,-34.67892743,1
28,28,20160039,"MITRE, BARTOLOME y PUEYRREDON AV.",3,Point (105252.60308563 102264.96028996),-58.40603217,-34.6088396,1
29,29,20160041,DIRECTORIO AV. y RIVERA INDARTE AV.,7,Point (100232.38564985 99530.25843190),-58.4607655,-34.63350444,1
30,30,20160041,DIRECTORIO AV. y RIVERA INDARTE AV.,7,Point (100232.38564985 99530.25843190),-58.4607655,-34.63350444,1
31,31,20160043,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",8,Point (98623.04338909 94933.06478837),-58.47832463,-34.67494416,1
32,32,20160044,"MORENO, JOSE MARIA AV. y BALBASTRO",7,Point (102857.73817324 99148.76714504),-58.43213235,-34.63693953,1
33,33,20160045,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,1
34,34,20160047,LIMA 1483,1,Point (107412.19098904 100391.02557777),-58.38247061,-34.62571878,1
35,35,20160048,CORRIENTES AV. y DORREGO AV.,15,Point (101440.29935254 104167.40204334),-58.44759966,-34.5917024,1
36,36,20160049,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,Point (. .),-58.37714647568196,-34.63657525428238,1
37,37,20160050,"GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (99106.14718950 93761.32882893),-58.47305463,-34.68550712,1
38,38,20160051,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,1
39,39,20160052,"LUGONES, LEOPOLDO AV.",13,Point (. .),-58.47534,-34.68757,1
40,40,20160053,TRIUNVIRATO AV. y OLAZABAL AV.,12,Point (98073.80557770 105955.73972818),-58.4842918,-34.57558053,1
41,41,20160054,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",8,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,1
42,42,20160055,"CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",14,Point (105787.74102401 105502.98340149),-58.40021959,-34.57964781,1
43,43,20160056,"CAMPOS, LUIS M. AV. 30",14,Point (103094.06446966 105842.29634122),-58.42957885,-34.57660058,1
44,44,20160058,LIMA 1471,1,Point (107411.76356149 100408.31441284),-58.38247542,-34.62556293,1
45,45,20160059,CIUDADELA y LIMA,1,Point (107434.83290791 100217.70308007),-58.38222219,-34.62728101,1
46,46,20160064,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,Point (97106.70264812 99970.19547024),-58.49485242,-34.62953445,1
47,47,20160065,GAONA AV. y ESPINOSA,6,Point (101010.75965434 102062.18185970),-58.45227946,-34.61068024,1
48,48,20160067,"DE LA TORRE, LISANDRO y SARAZA",8,Point (98052.13008621 94912.60873025),-58.48455411,-34.6751276,1
49,49,20160068,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",2,Point (106673.12856878 104998.99234220),-58.39056593,-34.58418569,1
50,50,20160069,ENTRE RIOS AV. y FILIBERTO,3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,1
51,51,20160073,"MAGARIÃ‘OS CERVANTES, A. 3900",10,Point (97531.24792840 101000.15957301),-58.49021952,-34.62025108,1
52,52,20160074,"PAZ, GRAL. AV. y SCAPINO, RODOLFO",8,Point (96731.44252651 94668.88351657),-58.49896559,-34.67732118,1
53,53,20160075,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,8,Point (98963.32962830 95620.61360192),-58.47461076,-34.66874679,1
54,54,20160076,SAN MARTIN AV. y CAMARONES,15,Point (100109.22264405 102851.86942760),-58.46210891,-34.60356211,1
55,55,20160077,"PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",1,Point (108532.37320501 102648.40418720),-58.3702777,-34.60536123,1
56,56,20160078,BELGRANO AV. y JUJUY AV.,3,Point (105354.74322032 101621.63182427),-58.40491455,-34.6146383,1
57,57,20160079,"DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",13,Point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,1
58,58,20160080,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,1
59,59,20160081,"LARRALDE, CRISOLOGO AV. y MACHAIN",12,Point (97805.54034401 107789.89169078),-58.4872106,-34.55904606,1
60,60,20160082,LA PLATA AV. 2384,4,Point (103719.51591058 98555.13443768),-58.42273092,-34.64228803,1
61,61,20160083,"ALBERDI, JUAN BAUTISTA AV. y PUAN",6,Point (101413.41644585 100430.31523295),-58.44788671,-34.62539009,1
62,62,20160084,"PELLEGRINI, CARLOS y TUCUMAN",1,Point (107539.54864414 103093.65031518),-58.38110563,-34.60135531,1
63,63,20160085,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,Point (103621.92252760 96885.28433165),-58.42378834,-34.657341,1
64,64,20160086,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,1
65,65,20160087,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,Point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,2
66,66,20160088,CERETTI y NUÃ‘EZ,12,Point (96492.89040317 106832.19475660),-58.5015175,-34.56767549,2
67,67,20160089,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,Point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,2
68,68,20160090,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,Point (103997.04813615 102012.34139150),-58.41971993,-34.6111224,2
69,69,20160092,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,2
70,70,20160093,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,2
71,71,20160095,MERCEDES y MOSCONI GENERAL AV.,11,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,2
72,72,20160096,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,Point (. .),-58.47433193007387,-34.66684950051973,2
73,73,20160097,SOLIS y MEXICO,1,Point (106687.13301820 101510.97040757),-58.39038605,-34.6156281,2
74,74,20160098,SAN JUAN AV. y ALBERTI,3,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,2
75,75,20160099,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,2
76,76,20160100,"PAZ, GRAL. AV. y DONADO",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,2
77,77,20160101,"PAZ, GRAL. AV. y CHAVEZ, JORGE",9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,2
78,78,20160102,"PERON, EVA AV. y SUAREZ, JOSE LEON",9,Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,2
79,79,20160104,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,2
80,80,20160105,"LACROZE, FEDERICO AV. y FRAGA",15,Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,2
81,81,20160106,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,2
82,82,20160107,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,2
83,83,20160109,AUTOPISTA PERITO MORENO y BARRAGAN,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,2
84,84,20160110,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,2
85,85,20160111,LUGONES y LA PAMPA,15,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,2
86,86,20160112,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,2
87,87,20160113,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,2
88,88,20160114,"SALGUERO, JERONIMO 1410",14,Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,2
89,89,20160115,ARIAS y TRONADOR,12,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,2
90,90,20160116,27 DE FEBRERO AV. y ESCALADA AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,2
91,91,20160117,DEL LIBERTADOR AV. y TAGLE,14,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,2
92,92,20160118,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,2
93,93,20160119,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,2
94,94,20160122,"PERON, EVA AV. 4233",9,Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,2
95,95,20160123,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,2
96,96,20160124,RIVADAVIA AV. y RIVERA INDARTE AV.,7,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,2
97,97,20160125,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,2
98,98,20160126,IRIGOYEN y TINOGASTA,10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,2
99,99,20160126,IRIGOYEN y TINOGASTA,10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,2
100,100,20160127,"ACOSTA, MARIANO y ROCA, CNEL. AV.",8,Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,2
101,101,20160128,CASTRO y PAVON AV.,5,Point (104049.28528337 99858.37522846),-58.41914024,-34.6305389,2
102,102,20160130,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,2
103,103,20160131,MIRAVE 3500,4,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,2
104,104,20160132,SAN JUAN AV. y 24 DE NOVIEMBRE,3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,2
105,105,20160133,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,Point (105619.82089682 105083.85914124),-58.40204698,-34.5834269,2
106,106,20160134,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,2
107,107,20160135,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,2
108,108,20160136,AUTOPISTA BUENOS AIRES - LA PLATA,4,Point (. .),-58.47534,-34.68757,2
109,109,20160137,SAN MARTIN AV. y LADINES,11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,2
110,110,20160138,CABILDO AV. y BLANCO ENCALADA,13,Point (100385.69739031 107770.04028070),-58.4590967,-34.55922742,2
111,111,20160139,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,2
112,112,20160140,JURAMENTO AV. y VUELTA DE OBLIGADO,13,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,2
113,113,20160142,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,2
114,114,20160143,27 DE FEBRERO AV. y ESCALADA AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,2
115,115,20160144,"BROWN, ALTE. AV. 984",4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,2
116,116,20160145,DEL LIBERTADOR AV. y LA PAMPA,13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,2
117,117,20160146,PICHINCHA AV. y BRASIL,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,2
118,118,20160147,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,2
119,119,20160148,GARMENDIA AV. 4895,15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,2
120,120,20160150,"ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,2
121,121,20160152,"MORENO, PERITO AV. y ZUVIRIA",7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,2
122,122,20160153,ARAOZ y CORDOBA AV.,15,Point (103130.82393478 103817.27945358),-58.4291709,-34.59485488,2
123,123,20160154,"PAZ, GRAL. AV. 15200",8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,2
124,124,20160155,MADERO 900,10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,2
125,125,20160156,INDEPENDENCIA AV. y DEAN FUNES,3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,2
126,126,20160157,"JUSTO, JUAN B. AV. 5645",11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,2
127,127,20160159,27 DE FEBRERO AV. y ESCALADA AV.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,2
128,128,20160160,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,2
129,129,20160161,SANTA FE AV. y GODOY CRUZ,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,2
130,130,20160162,"LACROZE, FEDERICO AV. y FOREST AV.",15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,2
131,131,20160163,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,2
132,132,20160164,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,2
133,133,20160165,"GARCIA, MARTIN AV. 300",4,Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,2
134,134,20160168,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,2
135,135,20160169,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,2
136,136,20160170,"PAZ, GRAL. AV. 4500",12,Point (96082.96647324 107261.96873833),-58.50598256,-34.5637998,2
137,137,20160171,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,2
138,138,20160172,"GARAY, JUAN DE AV. y CASTRO",5,Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,2
139,139,20160173,DIRECTORIO AV. y SAN PEDRITO AV.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,2
140,140,20160174,AUTOPISTA 25 DE MAYO,1,Point (. .),-58.47534,-34.68757,2
141,141,20160175,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,Point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,2
142,142,20160176,BELGRANO AV. y PASEO COLON AV.,1,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,2
143,143,20160177,ARENALES 3319,14,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,2
144,144,20160178,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,Point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,2
145,145,20170001,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,Point (99757.62471161 102105.99371863),-58.4659423,-34.61028571,1
146,146,20170003,OLAVARRIA y VELEZ SARSFIELD AV.,4,Point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,1
147,147,20170007,LIMA y MEXICO,1,Point (107491.43483173 101547.26343171),-58.3816166,-34.61529543,1
148,148,20170008,"CABRERA, JOSE A. y BONPLAND",14,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,1
149,149,20170009,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,Point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,1
150,150,20170010,DIRECTORIO AV. y RIGLOS,6,Point (102535.57417570 100108.76675064),-58.4356488,-34.62828656,1
151,151,20170011,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,1
152,152,20170012,"TRAFUL y TABORDA, DIOGENES",4,Point (104914.66823035 97637.72796868),-58.40969005,-34.6505529,1
153,153,20170013,"IRIARTE, GRAL. AV. 3055",4,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,1
154,154,20170014,DONADO y ARIAS,12,Point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,1
155,155,20170015,CORDOBA AV. y CALLAO AV.,2,Point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,1
156,156,20170016,AUTOPISTA 25 DE MAYO KM. 8.3,1,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,1
157,157,20170017,"JUSTO, JUAN B. AV. y PARAGUAY",14,Point (103145.91571023 105359.30690018),-58.429012,-34.58095431,1
158,158,20170018,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,1
159,159,20170021,SARMIENTO y LIBERTAD,1,Point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,1
160,160,20170024,RIVADAVIA AV. 7121,7,Point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,1
161,161,20170025,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,Point (102489.38230491 97228.94942016),-58.43614426,-34.6542464,1
162,162,20170026,"MORENO, PERITO AV. y FOURNIER",4,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,1
163,163,20170026,"MORENO, PERITO AV. y FOURNIER",4,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,1
164,164,20170027,CASEROS AV. 1429,1,Point (107333.53318866 99701.77552382),-58.38332245,-34.6319325,1
165,165,20170028,GAONA AV. y FRAGATA PRES. SARMIENTO,6,Point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,1
166,166,20170029,MOZART y TANDIL,9,Point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,1
167,167,20170030,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,Point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,1
168,168,20170031,24 DE NOVIEMBRE y PAVON,3,Point (104889.75647602 100057.93817815),-58.4099756,-34.62873635,1
169,169,20170032,"PAZ, GRAL. AV. y LOS CEDROS",8,Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,1
170,170,20170033,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,1
171,171,20170034,GODOY CRUZ 2651,14,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,1
172,172,20170035,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,1
173,173,20170035,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,1
174,174,20170035,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,1
175,175,20170036,"PAZ, GRAL. AV. y CAMPANA",12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,1
176,176,20170036,"PAZ, GRAL. AV. y CAMPANA",12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,1
177,177,20170037,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,1
178,178,20170038,CASTAÃ‘ARES AV. y LAUTARO,7,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,1
179,179,20170040,"GUIRALDES, INT. 2699",13,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,1
180,180,20170041,"FERNANDEZ MORENO, BALDOMERO 2186",7,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,1
181,181,20170042,"LUGONES, LEOPOLDO AV.",14,Point (. .),-58.47534,-34.68757,1
182,182,20170045,NOGOYA 5940,10,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,1
183,183,20170047,ARGENTINA AV. y CORVALAN,8,Point (99648.31069819 95261.11808541),-58.46713742,-34.6719879,1
184,184,20170049,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,1
185,185,20170050,AUTOPISTA PERITO MORENO,9,Point (. .),-58.47534,-34.68757,1
186,186,20170050,AUTOPISTA PERITO MORENO,9,Point (. .),-58.47534,-34.68757,1
187,187,20170051,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,Point (. .),-58.47534,-34.68757,1
188,188,20170052,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,1
189,189,20170053,VIEYTES y VILLARINO,4,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,1
190,190,20170054,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,1
191,191,20170055,DE LOS CONSTITUYENTES AV. 4900,12,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,1
192,192,20170058,CORDOBA AV. y LIBERTAD,1,Point (107271.27725903 103337.46347012),-58.38403232,-34.5991594,1
193,193,20170059,BRASIL y LIMA,1,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,1
194,194,20170060,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,1
195,195,20170061,PARAGUAY y CALLAO AV.,2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,1
196,196,20170062,"JUSTO, JUAN B. AV. y SAN BLAS",10,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,1
197,197,20170063,CHILE y 9 DE JULIO AV.,1,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,1
198,198,20170064,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,1
199,199,20170065,SUAREZ AV. y HERRERA,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,1
200,200,20170066,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,1
201,201,20170067,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,Point (102703.30911569 100138.40769771),-58.4338197,-34.62801894,1
202,202,20170068,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,1
203,203,20170069,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,1
204,204,20170070,NUEVA YORK 3696,11,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,1
